Year,Value,SERIES
2007,25.6,"Доля мест, занимаемых женщинами в национальных парламентах (% от общего числа мест)"
2008,25.6,"Доля мест, занимаемых женщинами в национальных парламентах (% от общего числа мест)"
2009,25.6,"Доля мест, занимаемых женщинами в национальных парламентах (% от общего числа мест)"
2010,23.5,"Доля мест, занимаемых женщинами в национальных парламентах (% от общего числа мест)"
2011,20.8,"Доля мест, занимаемых женщинами в национальных парламентах (% от общего числа мест)"
2012,20.8,"Доля мест, занимаемых женщинами в национальных парламентах (% от общего числа мест)"
2013,22.5,"Доля мест, занимаемых женщинами в национальных парламентах (% от общего числа мест)"
2014,21.7,"Доля мест, занимаемых женщинами в национальных парламентах (% от общего числа мест)"
2015,21.7,"Доля мест, занимаемых женщинами в национальных парламентах (% от общего числа мест)"
2016,15.8,"Доля мест, занимаемых женщинами в национальных парламентах (% от общего числа мест)"
2017,16.7,"Доля мест, занимаемых женщинами в национальных парламентах (% от общего числа мест)"
2018,15.8,"Доля мест, занимаемых женщинами в национальных парламентах (% от общего числа мест)"
2019,16.7,"Доля мест, занимаемых женщинами в национальных парламентах (% от общего числа мест)"
2020,16.7,"Доля мест, занимаемых женщинами в национальных парламентах (% от общего числа мест)"
2021,20.5,"Доля мест, занимаемых женщинами в национальных парламентах (% от общего числа мест)"
2022,21.1,"Доля мест, занимаемых женщинами в национальных парламентах (% от общего числа мест)"
2016,15.61,"Доля мест, занимаемых женщинами в местных органах власти (% от общего числа мест)"
2017,15.09,"Доля мест, занимаемых женщинами в местных органах власти (% от общего числа мест)"
2018,14.96,"Доля мест, занимаемых женщинами в местных органах власти (% от общего числа мест)"
2019,15.16,"Доля мест, занимаемых женщинами в местных органах власти (% от общего числа мест)"
2020,14.98,"Доля мест, занимаемых женщинами в местных органах власти (% от общего числа мест)"
2021,31.55,"Доля мест, занимаемых женщинами в местных органах власти (% от общего числа мест)"
2022,36.46,"Доля мест, занимаемых женщинами в местных органах власти (% от общего числа мест)"
