Year,Value,SERIES
2013,2.3,Доля занятых в малых предприятиях от всего занятого населения в экономике
2014,2.3,Доля занятых в малых предприятиях от всего занятого населения в экономике
2015,2.2,Доля занятых в малых предприятиях от всего занятого населения в экономике
2016,2.2,Доля занятых в малых предприятиях от всего занятого населения в экономике
2017,2.3,Доля занятых в малых предприятиях от всего занятого населения в экономике
2018,2.2,Доля занятых в малых предприятиях от всего занятого населения в экономике
2019,3.0,Доля занятых в малых предприятиях от всего занятого населения в экономике
2020,2.821855,Доля занятых в малых предприятиях от всего занятого населения в экономике
2013,1.6,Доля занятых в средних предприятиях от всего занятого населения в экономике
2014,1.6,Доля занятых в средних предприятиях от всего занятого населения в экономике
2015,1.5,Доля занятых в средних предприятиях от всего занятого населения в экономике
2016,1.5,Доля занятых в средних предприятиях от всего занятого населения в экономике
2017,1.5,Доля занятых в средних предприятиях от всего занятого населения в экономике
2018,1.4,Доля занятых в средних предприятиях от всего занятого населения в экономике
2019,1.4,Доля занятых в средних предприятиях от всего занятого населения в экономике
2020,1.300507,Доля занятых в средних предприятиях от всего занятого населения в экономике
