Year,Территория,Пол,GeoCode,Value
2007,,,,12.090992
2008,,,,10.585236
2009,,,,10.866987
2010,,,,9.159392
2011,,,,9.955113
2012,,,,10.075772
2013,,,,8.0
2014,,,,7.5
2015,,,,5.9
2016,,,,6.0
2017,,,,5.3
2018,,,,5.139872
2019,,,,3.918523
2020,,,,1.914845
2021,,,,1.793169
2007,,Женщины,,10.26386
2008,,Женщины,,8.088592
2009,,Женщины,,7.22507
2010,,Женщины,,6.597241
2011,,Женщины,,7.700463
2012,,Женщины,,7.084345
2013,,Женщины,,6.4
2014,,Женщины,,5.5
2015,,Женщины,,4.2
2016,,Женщины,,4.5
2017,,Женщины,,4.3
2018,,Женщины,,3.54522
2019,,Женщины,,2.520831
2020,,Женщины,,1.745324
2021,,Женщины,,1.097714
2007,,Мужчины,,13.967856
2008,,Мужчины,,13.149996
2009,,Мужчины,,14.604805
2010,,Мужчины,,11.787756
2011,,Мужчины,,12.267172
2012,,Мужчины,,13.139518
2013,,Мужчины,,9.5
2014,,Мужчины,,9.5
2015,,Мужчины,,7.5
2016,,Мужчины,,7.5
2017,,Мужчины,,6.2
2018,,Мужчины,,6.760797
2019,,Мужчины,,5.337712
2020,,Мужчины,,2.08189
2021,,Мужчины,,2.498928
2007,Баткенская область,,KG05,20.180533
2008,Баткенская область,,KG05,20.012808
2009,Баткенская область,,KG05,11.615832
2010,Баткенская область,,KG05,4.57193
2011,Баткенская область,,KG05,11.68605
2012,Баткенская область,,KG05,8.592769
2013,Баткенская область,,KG05,7.1
2014,Баткенская область,,KG05,5.7
2015,Баткенская область,,KG05,4.9
2016,Баткенская область,,KG05,8.6
2017,Баткенская область,,KG05,2.6
2018,Баткенская область,,KG05,3.080721
2019,Баткенская область,,KG05,4.894164
2020,Баткенская область,,KG05,1.658051
2021,Баткенская область,,KG05,2.348902
2007,Баткенская область,Женщины,KG05,18.345435
2008,Баткенская область,Женщины,KG05,17.247244
2009,Баткенская область,Женщины,KG05,9.457249
2010,Баткенская область,Женщины,KG05,3.253393
2011,Баткенская область,Женщины,KG05,8.215202
2012,Баткенская область,Женщины,KG05,6.264963
2013,Баткенская область,Женщины,KG05,7.0
2014,Баткенская область,Женщины,KG05,5.1
2015,Баткенская область,Женщины,KG05,4.2
2016,Баткенская область,Женщины,KG05,9.0
2017,Баткенская область,Женщины,KG05,2.8
2018,Баткенская область,Женщины,KG05,2.746401
2019,Баткенская область,Женщины,KG05,2.302335
2020,Баткенская область,Женщины,KG05,1.446749
2021,Баткенская область,Женщины,KG05,1.841024
2007,Баткенская область,Мужчины,KG05,21.956256
2008,Баткенская область,Мужчины,KG05,22.68529
2009,Баткенская область,Мужчины,KG05,13.700569
2010,Баткенская область,Мужчины,KG05,5.848164
2011,Баткенская область,Мужчины,KG05,15.052973
2012,Баткенская область,Мужчины,KG05,10.850459
2013,Баткенская область,Мужчины,KG05,7.2
2014,Баткенская область,Мужчины,KG05,6.2
2015,Баткенская область,Мужчины,KG05,5.7
2016,Баткенская область,Мужчины,KG05,8.3
2017,Баткенская область,Мужчины,KG05,2.3
2018,Баткенская область,Мужчины,KG05,3.402904
2019,Баткенская область,Мужчины,KG05,7.389891
2020,Баткенская область,Мужчины,KG05,1.877412
2021,Баткенская область,Мужчины,KG05,2.838268
2007,Джалал-Абадская область,,KG03,5.870303
2008,Джалал-Абадская область,,KG03,6.4034
2009,Джалал-Абадская область,,KG03,6.305723
2010,Джалал-Абадская область,,KG03,5.922974
2011,Джалал-Абадская область,,KG03,4.782698
2012,Джалал-Абадская область,,KG03,8.916337
2013,Джалал-Абадская область,,KG03,7.2
2014,Джалал-Абадская область,,KG03,5.8
2015,Джалал-Абадская область,,KG03,4.4
2016,Джалал-Абадская область,,KG03,2.6
2017,Джалал-Абадская область,,KG03,3.3
2018,Джалал-Абадская область,,KG03,2.661109
2019,Джалал-Абадская область,,KG03,3.179541
2020,Джалал-Абадская область,,KG03,0.960244
2021,Джалал-Абадская область,,KG03,1.258421
2007,Джалал-Абадская область,Женщины,KG03,4.656511
2008,Джалал-Абадская область,Женщины,KG03,4.604632
2009,Джалал-Абадская область,Женщины,KG03,5.719538
2010,Джалал-Абадская область,Женщины,KG03,4.08245
2011,Джалал-Абадская область,Женщины,KG03,4.788933
2012,Джалал-Абадская область,Женщины,KG03,7.898627
2013,Джалал-Абадская область,Женщины,KG03,6.6
2014,Джалал-Абадская область,Женщины,KG03,3.3
2015,Джалал-Абадская область,Женщины,KG03,3.5
2016,Джалал-Абадская область,Женщины,KG03,2.4
2017,Джалал-Абадская область,Женщины,KG03,2.7
2018,Джалал-Абадская область,Женщины,KG03,1.673357
2019,Джалал-Абадская область,Женщины,KG03,2.297402
2020,Джалал-Абадская область,Женщины,KG03,0.635959
2021,Джалал-Абадская область,Женщины,KG03,0.792025
2007,Джалал-Абадская область,Мужчины,KG03,7.083701
2008,Джалал-Абадская область,Мужчины,KG03,8.200459
2009,Джалал-Абадская область,Мужчины,KG03,6.89089
2010,Джалал-Абадская область,Мужчины,KG03,7.759592
2011,Джалал-Абадская область,Мужчины,KG03,4.77648
2012,Джалал-Абадская область,Мужчины,KG03,9.930263
2013,Джалал-Абадская область,Мужчины,KG03,7.7
2014,Джалал-Абадская область,Мужчины,KG03,8.3
2015,Джалал-Абадская область,Мужчины,KG03,5.3
2016,Джалал-Абадская область,Мужчины,KG03,2.8
2017,Джалал-Абадская область,Мужчины,KG03,3.9
2018,Джалал-Абадская область,Мужчины,KG03,3.636935
2019,Джалал-Абадская область,Мужчины,KG03,4.050498
2020,Джалал-Абадская область,Мужчины,KG03,1.288842
2021,Джалал-Абадская область,Мужчины,KG03,1.718369
2007,Иссык-Кульская область,,KG02,10.136497
2008,Иссык-Кульская область,,KG02,7.333378
2009,Иссык-Кульская область,,KG02,9.101396
2010,Иссык-Кульская область,,KG02,9.25673
2011,Иссык-Кульская область,,KG02,10.980097
2012,Иссык-Кульская область,,KG02,8.209561
2013,Иссык-Кульская область,,KG02,9.9
2014,Иссык-Кульская область,,KG02,6.9
2015,Иссык-Кульская область,,KG02,5.4
2016,Иссык-Кульская область,,KG02,4.4
2017,Иссык-Кульская область,,KG02,4.6
2018,Иссык-Кульская область,,KG02,6.168093
2019,Иссык-Кульская область,,KG02,2.231658
2020,Иссык-Кульская область,,KG02,1.603235
2021,Иссык-Кульская область,,KG02,1.786008
2007,Иссык-Кульская область,Женщины,KG02,6.813722
2008,Иссык-Кульская область,Женщины,KG02,5.881022
2009,Иссык-Кульская область,Женщины,KG02,5.848427
2010,Иссык-Кульская область,Женщины,KG02,4.917674
2011,Иссык-Кульская область,Женщины,KG02,7.995523
2012,Иссык-Кульская область,Женщины,KG02,7.042811
2013,Иссык-Кульская область,Женщины,KG02,6.5
2014,Иссык-Кульская область,Женщины,KG02,5.2
2015,Иссык-Кульская область,Женщины,KG02,4.7
2016,Иссык-Кульская область,Женщины,KG02,2.5
2017,Иссык-Кульская область,Женщины,KG02,5.4
2018,Иссык-Кульская область,Женщины,KG02,2.86608
2019,Иссык-Кульская область,Женщины,KG02,2.020684
2020,Иссык-Кульская область,Женщины,KG02,2.414672
2021,Иссык-Кульская область,Женщины,KG02,1.580709
2007,Иссык-Кульская область,Мужчины,KG02,13.555773
2008,Иссык-Кульская область,Мужчины,KG02,8.824445
2009,Иссык-Кульская область,Мужчины,KG02,12.43031
2010,Иссык-Кульская область,Мужчины,KG02,13.683759
2011,Иссык-Кульская область,Мужчины,KG02,14.018523
2012,Иссык-Кульская область,Мужчины,KG02,9.395469
2013,Иссык-Кульская область,Мужчины,KG02,13.3
2014,Иссык-Кульская область,Мужчины,KG02,8.7
2015,Иссык-Кульская область,Мужчины,KG02,6.0
2016,Иссык-Кульская область,Мужчины,KG02,6.4
2017,Иссык-Кульская область,Мужчины,KG02,3.8
2018,Иссык-Кульская область,Мужчины,KG02,9.498716
2019,Иссык-Кульская область,Мужчины,KG02,2.44433
2020,Иссык-Кульская область,Мужчины,KG02,0.798371
2021,Иссык-Кульская область,Мужчины,KG02,1.993096
2007,Нарынская область,,KG04,12.055783
2008,Нарынская область,,KG04,7.000704
2009,Нарынская область,,KG04,11.614177
2010,Нарынская область,,KG04,7.669976
2011,Нарынская область,,KG04,11.003939
2012,Нарынская область,,KG04,6.753639
2013,Нарынская область,,KG04,6.7
2014,Нарынская область,,KG04,4.4
2015,Нарынская область,,KG04,2.2
2016,Нарынская область,,KG04,4.3
2017,Нарынская область,,KG04,2.8
2018,Нарынская область,,KG04,3.152773
2019,Нарынская область,,KG04,1.734094
2020,Нарынская область,,KG04,1.375133
2021,Нарынская область,,KG04,1.023102
2007,Нарынская область,Женщины,KG04,10.98996
2008,Нарынская область,Женщины,KG04,7.071469
2009,Нарынская область,Женщины,KG04,3.916684
2010,Нарынская область,Женщины,KG04,4.66128
2011,Нарынская область,Женщины,KG04,9.231337
2012,Нарынская область,Женщины,KG04,5.330531
2013,Нарынская область,Женщины,KG04,4.5
2014,Нарынская область,Женщины,KG04,2.2
2015,Нарынская область,Женщины,KG04,1.5
2016,Нарынская область,Женщины,KG04,1.5
2017,Нарынская область,Женщины,KG04,3.6
2018,Нарынская область,Женщины,KG04,2.853067
2019,Нарынская область,Женщины,KG04,1.412819
2020,Нарынская область,Женщины,KG04,0.675169
2021,Нарынская область,Женщины,KG04,0.0
2007,Нарынская область,Мужчины,KG04,13.10222
2008,Нарынская область,Мужчины,KG04,6.931341
2009,Нарынская область,Мужчины,KG04,19.13568
2010,Нарынская область,Мужчины,KG04,10.603089
2011,Нарынская область,Мужчины,KG04,12.729315
2012,Нарынская область,Мужчины,KG04,8.135854
2013,Нарынская область,Мужчины,KG04,8.8
2014,Нарынская область,Мужчины,KG04,6.5
2015,Нарынская область,Мужчины,KG04,2.9
2016,Нарынская область,Мужчины,KG04,7.1
2017,Нарынская область,Мужчины,KG04,2.1
2018,Нарынская область,Мужчины,KG04,3.442033
2019,Нарынская область,Мужчины,KG04,2.043959
2020,Нарынская область,Мужчины,KG04,2.101282
2021,Нарынская область,Мужчины,KG04,2.009121
2007,Ошская область,,KG06,3.797045
2008,Ошская область,,KG06,4.117327
2009,Ошская область,,KG06,7.48076
2010,Ошская область,,KG06,8.360245
2011,Ошская область,,KG06,6.407336
2012,Ошская область,,KG06,4.222387
2013,Ошская область,,KG06,5.1
2014,Ошская область,,KG06,6.3
2015,Ошская область,,KG06,3.5
2016,Ошская область,,KG06,4.6
2017,Ошская область,,KG06,5.9
2018,Ошская область,,KG06,4.442955
2019,Ошская область,,KG06,3.763954
2020,Ошская область,,KG06,1.594374
2021,Ошская область,,KG06,2.209299
2007,Ошская область,Женщины,KG06,3.920595
2008,Ошская область,Женщины,KG06,3.504507
2009,Ошская область,Женщины,KG06,5.269824
2010,Ошская область,Женщины,KG06,6.451682
2011,Ошская область,Женщины,KG06,5.833243
2012,Ошская область,Женщины,KG06,3.298262
2013,Ошская область,Женщины,KG06,4.6
2014,Ошская область,Женщины,KG06,5.0
2015,Ошская область,Женщины,KG06,2.6
2016,Ошская область,Женщины,KG06,2.4
2017,Ошская область,Женщины,KG06,5.3
2018,Ошская область,Женщины,KG06,3.043862
2019,Ошская область,Женщины,KG06,2.238799
2020,Ошская область,Женщины,KG06,1.576537
2021,Ошская область,Женщины,KG06,0.864963
2007,Ошская область,Мужчины,KG06,3.67543
2008,Ошская область,Мужчины,KG06,4.720552
2009,Ошская область,Мужчины,KG06,9.65648
2010,Ошская область,Мужчины,KG06,10.240565
2011,Ошская область,Мужчины,KG06,6.973549
2012,Ошская область,Мужчины,KG06,5.133295
2013,Ошская область,Мужчины,KG06,5.5
2014,Ошская область,Мужчины,KG06,7.7
