Year,Value,Series
2007,313220.0,Number of pensioners who receive pensions below the subsistence level of the pensioner
2008,349682.0,Number of pensioners who receive pensions below the subsistence level of the pensioner
2009,274008.0,Number of pensioners who receive pensions below the subsistence level of the pensioner
2010,282009.0,Number of pensioners who receive pensions below the subsistence level of the pensioner
2011,136292.0,Number of pensioners who receive pensions below the subsistence level of the pensioner
2012,77413.0,Number of pensioners who receive pensions below the subsistence level of the pensioner
2013,180254.0,Number of pensioners who receive pensions below the subsistence level of the pensioner
2014,152940.0,Number of pensioners who receive pensions below the subsistence level of the pensioner
2015,132336.0,Number of pensioners who receive pensions below the subsistence level of the pensioner
2016,142943.0,Number of pensioners who receive pensions below the subsistence level of the pensioner
2017,135927.0,Number of pensioners who receive pensions below the subsistence level of the pensioner
2018,138265.0,Number of pensioners who receive pensions below the subsistence level of the pensioner
2019,147363.0,Number of pensioners who receive pensions below the subsistence level of the pensioner
2007,5.968864,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total population
2008,6.611241000000001,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total population
2009,5.109426999999999,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total population
2010,5.204752,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total population
2011,2.488161,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total population
2012,1.394354,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total population
2013,3.1204330000000002,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total population
2014,2.594375,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total population
2015,2.1984619999999997,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total population
2016,2.327986,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total population
2017,2.1724930000000002,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total population
2018,2.163941,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total population
2019,2.259523,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total population
2007,59.241298,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total number of pensioners
2008,61.233202,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total number of pensioners
2009,48.534186,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total number of pensioners
2010,49.060743,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total number of pensioners
2011,22.957535,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total number of pensioners
2012,12.62552,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total number of pensioners
2013,28.824314,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total number of pensioners
2014,24.113101999999998,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total number of pensioners
2015,20.458403,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total number of pensioners
2016,21.618658,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total number of pensioners
2017,20.190277,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total number of pensioners
2018,19.898854,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total number of pensioners
2019,20.5,Proportion of pensioners who receive pensions below the subsistence level of the pensioner to total number of pensioners
