Year,Value,SERIES
2012,2.984,Proportion of positions in public institutions: in political positions
2013,4.897724,Proportion of positions in public institutions: in political positions
2014,3.126344,Proportion of positions in public institutions: in political positions
2015,4.424534,Proportion of positions in public institutions: in political positions
2016,4.539295,Proportion of positions in public institutions: in political positions
2017,1.571123,Proportion of positions in public institutions: in political positions
2018,1.319706,Proportion of positions in public institutions: in political positions
2019,1.2,Proportion of positions in public institutions: in political positions
2020,1.2,Proportion of positions in public institutions: in political positions
2012,2.446991,Proportion of positions in public institutions: in special positions
2013,1.331029,Proportion of positions in public institutions: in special positions
2014,0.860462,Proportion of positions in public institutions: in special positions
2015,2.195675,Proportion of positions in public institutions: in special positions
2016,2.647922,Proportion of positions in public institutions: in special positions
2017,2.66922,Proportion of positions in public institutions: in special positions
2018,2.594485,Proportion of positions in public institutions: in special positions
2019,3.3,Proportion of positions in public institutions: in special positions
2020,3.3,Proportion of positions in public institutions: in special positions
2012,94.569008,Proportion of positions in public institutions: in administrative positions
2013,93.771247,Proportion of positions in public institutions: in administrative positions
2014,96.013194,Proportion of positions in public institutions: in administrative positions
2015,93.379791,Proportion of positions in public institutions: in administrative positions
2016,92.812782,Proportion of positions in public institutions: in administrative positions
2017,95.759658,Proportion of positions in public institutions: in administrative positions
2018,96.085809,Proportion of positions in public institutions: in administrative positions
2019,95.5,Proportion of positions in public institutions: in administrative positions
2020,95.5,Proportion of positions in public institutions: in administrative positions
