Year,COMPOSITE_BREAKDOWN,Value
2013,Сектор: Сельское хозяйство,488.2
2014,Сектор: Сельское хозяйство,521.3
2015,Сектор: Сельское хозяйство,758.0
2016,Сектор: Сельское хозяйство,1034.8
2017,Сектор: Сельское хозяйство,1569.2
2018,Сектор: Сельское хозяйство,2283.9
2019,Сектор: Сельское хозяйство,1778.1
2020,Сектор: Сельское хозяйство,1333.83
2021,Сектор: Сельское хозяйство,1221.02
2022,Сектор: Сельское хозяйство,1497.61
2023,Сектор: Сельское хозяйство,1143.6
2013,Сектор: Транспорт,4295.0
2014,Сектор: Транспорт,9576.3
2015,Сектор: Транспорт,7552.8
2016,Сектор: Транспорт,10221.8
2017,Сектор: Транспорт,14436.4
2018,Сектор: Транспорт,5471.0
2019,Сектор: Транспорт,7926.56
2020,Сектор: Транспорт,4294.3
2021,Сектор: Транспорт,7544.6
2022,Сектор: Транспорт,12582.13
2023,Сектор: Транспорт,9428.8
2013,Сектор: Энергетика,9828.6
2014,Сектор: Энергетика,11570.1
2015,Сектор: Энергетика,1603.2
2016,Сектор: Энергетика,10411.7
2017,Сектор: Энергетика,8104.8
2018,Сектор: Энергетика,3356.2
2019,Сектор: Энергетика,4979.56
2020,Сектор: Энергетика,3625.55
2021,Сектор: Энергетика,8224.07
2022,Сектор: Энергетика,6466.32
2023,Сектор: Энергетика,8877.5
2013,Сектор: Здравоохранение,129.8
2014,Сектор: Здравоохранение,64.0
2015,Сектор: Здравоохранение,77.7
2016,Сектор: Здравоохранение,77.2
2017,Сектор: Здравоохранение,383.9
2018,Сектор: Здравоохранение,351.7
2019,Сектор: Здравоохранение,123.42
2020,Сектор: Здравоохранение,1187.05
2021,Сектор: Здравоохранение,1833.14
2022,Сектор: Здравоохранение,1609.9
2023,Сектор: Здравоохранение,1236.6
2013,Сектор: Образование,118.8
2014,Сектор: Образование,224.9
2015,Сектор: Образование,409.5
2016,Сектор: Образование,555.7
2017,Сектор: Образование,1129.0
2018,Сектор: Образование,1129.2
2019,Сектор: Образование,337.39
2020,Сектор: Образование,190.48
2021,Сектор: Образование,544.2
2022,Сектор: Образование,1684.44
2023,Сектор: Образование,1568.5
2013,Сектор: Государственные услуги общего назначения,92.0
2014,Сектор: Государственные услуги общего назначения,55.1
2015,Сектор: Государственные услуги общего назначения,38.0
2016,Сектор: Государственные услуги общего назначения,140.4
2017,Сектор: Государственные услуги общего назначения,141.7
2018,Сектор: Государственные услуги общего назначения,46.7
2019,Сектор: Государственные услуги общего назначения,38.66
2020,Сектор: Государственные услуги общего назначения,108.18
2021,Сектор: Государственные услуги общего назначения,195.87
2022,Сектор: Государственные услуги общего назначения,244.38
2023,Сектор: Государственные услуги общего назначения,575.5
2013,Сектор: Инфраструктура (водоснабжение),887.8
2014,Сектор: Инфраструктура (водоснабжение),1398.3
2015,Сектор: Инфраструктура (водоснабжение),1393.5
2016,Сектор: Инфраструктура (водоснабжение),1602.5
2017,Сектор: Инфраструктура (водоснабжение),2023.3
2018,Сектор: Инфраструктура (водоснабжение),1960.2
2019,Сектор: Инфраструктура (водоснабжение),2237.15
2020,Сектор: Инфраструктура (водоснабжение),4041.45
2021,Сектор: Инфраструктура (водоснабжение),54353.83
2022,Сектор: Инфраструктура (водоснабжение),3943.41
2023,Сектор: Инфраструктура (водоснабжение),7084.6
2013,Сектор: Другие,1600.3
2014,Сектор: Другие,1082.5
2015,Сектор: Другие,683.1
2016,Сектор: Другие,127.1
2017,Сектор: Другие,101.0
2018,Сектор: Другие,225.7
2019,Сектор: Другие,894.59
2020,Сектор: Другие,910.72
2021,Сектор: Другие,2514.42
2022,Сектор: Другие,4337.31
2023,Сектор: Другие,9681.5
2013,Донор: Китайская Народная Республика,10956.3
2014,Донор: Китайская Народная Республика,18162.9
2015,Донор: Китайская Народная Республика,3595.7
2016,Донор: Китайская Народная Республика,17189.8
2017,Донор: Китайская Народная Республика,16804.7
2018,Донор: Китайская Народная Республика,2995.2
2019,Донор: Китайская Народная Республика,6659.9
2020,Донор: Китайская Народная Республика,1057.74
2021,Донор: Китайская Народная Республика,2539.77
2022,Донор: Китайская Народная Республика,6119.3
2023,Донор: Китайская Народная Республика,1780.0
2024,Донор: Китайская Народная Республика,3620.0
2013,Донор: Азиатский банк развития,2128.1
2014,Донор: Азиатский банк развития,1630.3
2015,Донор: Азиатский банк развития,2598.3
2016,Донор: Азиатский банк развития,2191.5
2017,Донор: Азиатский банк развития,3406.5
2018,Донор: Азиатский банк развития,3512.9
2019,Донор: Азиатский банк развития,2475.69
2020,Донор: Азиатский банк развития,3049.11
2021,Донор: Азиатский банк развития,8561.59
2022,Донор: Азиатский банк развития,6253.1
2023,Донор: Азиатский банк развития,7332.0
2024,Донор: Азиатский банк развития,7842.8
2013,Донор: Всемирный банк,2304.9
2014,Донор: Всемирный банк,1821.8
2015,Донор: Всемирный банк,1041.4
2016,Донор: Всемирный банк,1704.0
2017,Донор: Всемирный банк,2906.4
2018,Донор: Всемирный банк,2312.8
2019,Донор: Всемирный банк,3725.49
2020,Донор: Всемирный банк,3338.56
2021,Донор: Всемирный банк,4777.6
2022,Донор: Всемирный банк,8997.7
2023,Донор: Всемирный банк,16842.1
2024,Донор: Всемирный банк,13537.5
2013,"Донор: АКГ (ИБР, СФР, ОПЕК, ФРАД, КФАЭР)",487.3
2014,"Донор: АКГ (ИБР, СФР, ОПЕК, ФРАД, КФАЭР)",384.5
2015,"Донор: АКГ (ИБР, СФР, ОПЕК, ФРАД, КФАЭР)",1006.7
2016,"Донор: АКГ (ИБР, СФР, ОПЕК, ФРАД, КФАЭР)",1254.3
2017,"Донор: АКГ (ИБР, СФР, ОПЕК, ФРАД, КФАЭР)",1402.4
2018,"Донор: АКГ (ИБР, СФР, ОПЕК, ФРАД, КФАЭР)",1209.5
2019,"Донор: АКГ (ИБР, СФР, ОПЕК, ФРАД, КФАЭР)",1537.08
2020,"Донор: АКГ (ИБР, СФР, ОПЕК, ФРАД, КФАЭР)",3227.65
2021,"Донор: АКГ (ИБР, СФР, ОПЕК, ФРАД, КФАЭР)",5113.6
2022,"Донор: АКГ (ИБР, СФР, ОПЕК, ФРАД, КФАЭР)",3213.7
2023,"Донор: АКГ (ИБР, СФР, ОПЕК, ФРАД, КФАЭР)",1240.1
2024,"Донор: АКГ (ИБР, СФР, ОПЕК, ФРАД, КФАЭР)",5229.6
2013,Донор: Европейский банк реконструкции и развития,585.2
2014,Донор: Европейский банк реконструкции и развития,311.3
2015,Донор: Европейский банк реконструкции и развития,325.3
2016,Донор: Европейский банк реконструкции и развития,445.8
2017,Донор: Европейский банк реконструкции и развития,1182.3
2018,Донор: Европейский банк реконструкции и развития,972.4
2019,Донор: Европейский банк реконструкции и развития,552.72
2020,Донор: Европейский банк реконструкции и развития,492.95
2021,Донор: Европейский банк реконструкции и развития,583.71
2022,Донор: Европейский банк реконструкции и развития,1388.0
2023,Донор: Европейский банк реконструкции и развития,2426.8
2024,Донор: Европейский банк реконструкции и развития,722.2
2013,Донор: Германский банк развития KfW,755.4
2014,Донор: Германский банк развития KfW,1469.2
2015,Донор: Германский банк развития KfW,1008.7
2016,Донор: Германский банк развития KfW,397.0
2017,Донор: Германский банк развития KfW,757.2
2018,Донор: Германский банк развития KfW,500.0
2019,Донор: Германский банк развития KfW,460.76
2020,Донор: Германский банк развития KfW,530.53
2021,Донор: Германский банк развития KfW,945.23
2022,Донор: Германский банк развития KfW,728.2
2023,Донор: Германский банк развития KfW,1073.4
2024,Донор: Германский банк развития KfW,182.9
2013,"Донор: Другие (ЕАБР, Швейцария, МФСР и т.д.)",223.3
2014,"Донор: Другие (ЕАБР, Швейцария, МФСР и т.д.)",712.5
2015,"Донор: Другие (ЕАБР, Швейцария, МФСР и т.д.)",2940.1
2016,"Донор: Другие (ЕАБР, Швейцария, МФСР и т.д.)",988.9
2017,"Донор: Другие (ЕАБР, Швейцария, МФСР и т.д.)",1430.0
2018,"Донор: Другие (ЕАБР, Швейцария, МФСР и т.д.)",3321.8
2019,"Донор: Другие (ЕАБР, Швейцария, МФСР и т.д.)",2903.78
2020,"Донор: Другие (ЕАБР, Швейцария, МФСР и т.д.)",3995.01
2021,"Донор: Другие (ЕАБР, Швейцария, МФСР и т.д.)",3655.83
2022,"Донор: Другие (ЕАБР, Швейцария, МФСР и т.д.)",5665.5
2023,"Донор: Другие (ЕАБР, Швейцария, МФСР и т.д.)",4444.5
2024,"Донор: Другие (ЕАБР, Швейцария, МФСР и т.д.)",3827.4
