Year,Reference area,Sex,GeoCode,Value
2007,,,,12.090992
2008,,,,10.585236
2009,,,,10.866987
2010,,,,9.159392
2011,,,,9.955113
2012,,,,10.075772
2013,,,,8.0
2014,,,,7.5
2015,,,,5.9
2016,,,,6.0
2017,,,,5.3
2018,,,,5.139872
2019,,,,3.918523
2020,,,,1.914845
2021,,,,1.793169
2007,,Female,,10.26386
2008,,Female,,8.088592
2009,,Female,,7.22507
2010,,Female,,6.597241
2011,,Female,,7.700463
2012,,Female,,7.084345
2013,,Female,,6.4
2014,,Female,,5.5
2015,,Female,,4.2
2016,,Female,,4.5
2017,,Female,,4.3
2018,,Female,,3.54522
2019,,Female,,2.520831
2020,,Female,,1.745324
2021,,Female,,1.097714
2007,,Male,,13.967856
2008,,Male,,13.149996
2009,,Male,,14.604805
2010,,Male,,11.787756
2011,,Male,,12.267172
2012,,Male,,13.139518
2013,,Male,,9.5
2014,,Male,,9.5
2015,,Male,,7.5
2016,,Male,,7.5
2017,,Male,,6.2
2018,,Male,,6.760797
2019,,Male,,5.337712
2020,,Male,,2.08189
2021,,Male,,2.498928
2007,Batken,,KG05,20.180533
2008,Batken,,KG05,20.012808
2009,Batken,,KG05,11.615832
2010,Batken,,KG05,4.57193
2011,Batken,,KG05,11.68605
2012,Batken,,KG05,8.592769
2013,Batken,,KG05,7.1
2014,Batken,,KG05,5.7
2015,Batken,,KG05,4.9
2016,Batken,,KG05,8.6
2017,Batken,,KG05,2.6
2018,Batken,,KG05,3.080721
2019,Batken,,KG05,4.894164
2020,Batken,,KG05,1.658051
2021,Batken,,KG05,2.348902
2007,Batken,Female,KG05,18.345435
2008,Batken,Female,KG05,17.247244
2009,Batken,Female,KG05,9.457249
2010,Batken,Female,KG05,3.253393
2011,Batken,Female,KG05,8.215202
2012,Batken,Female,KG05,6.264963
2013,Batken,Female,KG05,7.0
2014,Batken,Female,KG05,5.1
2015,Batken,Female,KG05,4.2
2016,Batken,Female,KG05,9.0
2017,Batken,Female,KG05,2.8
2018,Batken,Female,KG05,2.746401
2019,Batken,Female,KG05,2.302335
2020,Batken,Female,KG05,1.446749
2021,Batken,Female,KG05,1.841024
2007,Batken,Male,KG05,21.956256
2008,Batken,Male,KG05,22.68529
2009,Batken,Male,KG05,13.700569
2010,Batken,Male,KG05,5.848164
2011,Batken,Male,KG05,15.052973
2012,Batken,Male,KG05,10.850459
2013,Batken,Male,KG05,7.2
2014,Batken,Male,KG05,6.2
2015,Batken,Male,KG05,5.7
2016,Batken,Male,KG05,8.3
2017,Batken,Male,KG05,2.3
2018,Batken,Male,KG05,3.402904
2019,Batken,Male,KG05,7.389891
2020,Batken,Male,KG05,1.877412
2021,Batken,Male,KG05,2.838268
2007,Jalal-Abad,,KG03,5.870303
2008,Jalal-Abad,,KG03,6.4034
2009,Jalal-Abad,,KG03,6.305723
2010,Jalal-Abad,,KG03,5.922974
2011,Jalal-Abad,,KG03,4.782698
2012,Jalal-Abad,,KG03,8.916337
2013,Jalal-Abad,,KG03,7.2
2014,Jalal-Abad,,KG03,5.8
2015,Jalal-Abad,,KG03,4.4
2016,Jalal-Abad,,KG03,2.6
2017,Jalal-Abad,,KG03,3.3
2018,Jalal-Abad,,KG03,2.661109
2019,Jalal-Abad,,KG03,3.179541
2020,Jalal-Abad,,KG03,0.960244
2021,Jalal-Abad,,KG03,1.258421
2007,Jalal-Abad,Female,KG03,4.656511
2008,Jalal-Abad,Female,KG03,4.604632
2009,Jalal-Abad,Female,KG03,5.719538
2010,Jalal-Abad,Female,KG03,4.08245
2011,Jalal-Abad,Female,KG03,4.788933
2012,Jalal-Abad,Female,KG03,7.898627
2013,Jalal-Abad,Female,KG03,6.6
2014,Jalal-Abad,Female,KG03,3.3
2015,Jalal-Abad,Female,KG03,3.5
2016,Jalal-Abad,Female,KG03,2.4
2017,Jalal-Abad,Female,KG03,2.7
2018,Jalal-Abad,Female,KG03,1.673357
2019,Jalal-Abad,Female,KG03,2.297402
2020,Jalal-Abad,Female,KG03,0.635959
2021,Jalal-Abad,Female,KG03,0.792025
2007,Jalal-Abad,Male,KG03,7.083701
2008,Jalal-Abad,Male,KG03,8.200459
2009,Jalal-Abad,Male,KG03,6.89089
2010,Jalal-Abad,Male,KG03,7.759592
2011,Jalal-Abad,Male,KG03,4.77648
2012,Jalal-Abad,Male,KG03,9.930263
2013,Jalal-Abad,Male,KG03,7.7
2014,Jalal-Abad,Male,KG03,8.3
2015,Jalal-Abad,Male,KG03,5.3
2016,Jalal-Abad,Male,KG03,2.8
2017,Jalal-Abad,Male,KG03,3.9
2018,Jalal-Abad,Male,KG03,3.636935
2019,Jalal-Abad,Male,KG03,4.050498
2020,Jalal-Abad,Male,KG03,1.288842
2021,Jalal-Abad,Male,KG03,1.718369
2007,Issyk-Kul,,KG02,10.136497
2008,Issyk-Kul,,KG02,7.333378
2009,Issyk-Kul,,KG02,9.101396
2010,Issyk-Kul,,KG02,9.25673
2011,Issyk-Kul,,KG02,10.980097
2012,Issyk-Kul,,KG02,8.209561
2013,Issyk-Kul,,KG02,9.9
2014,Issyk-Kul,,KG02,6.9
2015,Issyk-Kul,,KG02,5.4
2016,Issyk-Kul,,KG02,4.4
2017,Issyk-Kul,,KG02,4.6
2018,Issyk-Kul,,KG02,6.168093
2019,Issyk-Kul,,KG02,2.231658
2020,Issyk-Kul,,KG02,1.603235
2021,Issyk-Kul,,KG02,1.786008
2007,Issyk-Kul,Female,KG02,6.813722
2008,Issyk-Kul,Female,KG02,5.881022
2009,Issyk-Kul,Female,KG02,5.848427
2010,Issyk-Kul,Female,KG02,4.917674
2011,Issyk-Kul,Female,KG02,7.995523
2012,Issyk-Kul,Female,KG02,7.042811
2013,Issyk-Kul,Female,KG02,6.5
2014,Issyk-Kul,Female,KG02,5.2
2015,Issyk-Kul,Female,KG02,4.7
2016,Issyk-Kul,Female,KG02,2.5
2017,Issyk-Kul,Female,KG02,5.4
2018,Issyk-Kul,Female,KG02,2.86608
2019,Issyk-Kul,Female,KG02,2.020684
2020,Issyk-Kul,Female,KG02,2.414672
2021,Issyk-Kul,Female,KG02,1.580709
2007,Issyk-Kul,Male,KG02,13.555773
2008,Issyk-Kul,Male,KG02,8.824445
2009,Issyk-Kul,Male,KG02,12.43031
2010,Issyk-Kul,Male,KG02,13.683759
2011,Issyk-Kul,Male,KG02,14.018523
2012,Issyk-Kul,Male,KG02,9.395469
2013,Issyk-Kul,Male,KG02,13.3
2014,Issyk-Kul,Male,KG02,8.7
2015,Issyk-Kul,Male,KG02,6.0
2016,Issyk-Kul,Male,KG02,6.4
2017,Issyk-Kul,Male,KG02,3.8
2018,Issyk-Kul,Male,KG02,9.498716
2019,Issyk-Kul,Male,KG02,2.44433
2020,Issyk-Kul,Male,KG02,0.798371
2021,Issyk-Kul,Male,KG02,1.993096
2007,Naryn,,KG04,12.055783
2008,Naryn,,KG04,7.000704
2009,Naryn,,KG04,11.614177
2010,Naryn,,KG04,7.669976
2011,Naryn,,KG04,11.003939
2012,Naryn,,KG04,6.753639
2013,Naryn,,KG04,6.7
2014,Naryn,,KG04,4.4
2015,Naryn,,KG04,2.2
2016,Naryn,,KG04,4.3
2017,Naryn,,KG04,2.8
2018,Naryn,,KG04,3.152773
2019,Naryn,,KG04,1.734094
2020,Naryn,,KG04,1.375133
2021,Naryn,,KG04,1.023102
2007,Naryn,Female,KG04,10.98996
2008,Naryn,Female,KG04,7.071469
2009,Naryn,Female,KG04,3.916684
2010,Naryn,Female,KG04,4.66128
2011,Naryn,Female,KG04,9.231337
2012,Naryn,Female,KG04,5.330531
2013,Naryn,Female,KG04,4.5
2014,Naryn,Female,KG04,2.2
2015,Naryn,Female,KG04,1.5
2016,Naryn,Female,KG04,1.5
2017,Naryn,Female,KG04,3.6
2018,Naryn,Female,KG04,2.853067
2019,Naryn,Female,KG04,1.412819
2020,Naryn,Female,KG04,0.675169
2021,Naryn,Female,KG04,0.0
2007,Naryn,Male,KG04,13.10222
2008,Naryn,Male,KG04,6.931341
2009,Naryn,Male,KG04,19.13568
2010,Naryn,Male,KG04,10.603089
2011,Naryn,Male,KG04,12.729315
2012,Naryn,Male,KG04,8.135854
2013,Naryn,Male,KG04,8.8
2014,Naryn,Male,KG04,6.5
2015,Naryn,Male,KG04,2.9
2016,Naryn,Male,KG04,7.1
2017,Naryn,Male,KG04,2.1
2018,Naryn,Male,KG04,3.442033
2019,Naryn,Male,KG04,2.043959
2020,Naryn,Male,KG04,2.101282
2021,Naryn,Male,KG04,2.009121
2007,Osh,,KG06,3.797045
2008,Osh,,KG06,4.117327
2009,Osh,,KG06,7.48076
2010,Osh,,KG06,8.360245
2011,Osh,,KG06,6.407336
2012,Osh,,KG06,4.222387
2013,Osh,,KG06,5.1
2014,Osh,,KG06,6.3
2015,Osh,,KG06,3.5
2016,Osh,,KG06,4.6
2017,Osh,,KG06,5.9
2018,Osh,,KG06,4.442955
2019,Osh,,KG06,3.763954
2020,Osh,,KG06,1.594374
2021,Osh,,KG06,2.209299
2007,Osh,Female,KG06,3.920595
2008,Osh,Female,KG06,3.504507
2009,Osh,Female,KG06,5.269824
2010,Osh,Female,KG06,6.451682
2011,Osh,Female,KG06,5.833243
2012,Osh,Female,KG06,3.298262
2013,Osh,Female,KG06,4.6
2014,Osh,Female,KG06,5.0
2015,Osh,Female,KG06,2.6
2016,Osh,Female,KG06,2.4
2017,Osh,Female,KG06,5.3
2018,Osh,Female,KG06,3.043862
2019,Osh,Female,KG06,2.238799
2020,Osh,Female,KG06,1.576537
2021,Osh,Female,KG06,0.864963
2007,Osh,Male,KG06,3.67543
2008,Osh,Male,KG06,4.720552
2009,Osh,Male,KG06,9.65648
2010,Osh,Male,KG06,10.240565
2011,Osh,Male,KG06,6.973549
2012,Osh,Male,KG06,5.133295
2013,Osh,Male,KG06,5.5
2014,Osh,Male,KG06,7.7
2015,Osh,Male,KG06,4.5
2016,Osh,Male,KG06,6.8
2017,Osh,Male,KG06,6.5
2018,Osh,Male,KG06,5.813217
2019,Osh,Male,KG06,5.255812
2020,Osh,Male,KG06,1.612619
2021,Osh,Male,KG06,3.523663
2007,Talas,,KG07,7.635028
2008,Talas,,KG07,5.776699
2009,Talas,,KG07,4.832
2010,Talas,,KG07,11.284379
2011,Talas,,KG07,8.134502
2012,Talas,,KG07,8.424032
2013,Talas,,KG07,7.9
2014,Talas,,KG07,6.5
2015,Talas,,KG07,5.2
2016,Talas,,KG07,6.3
2017,Talas,,KG07,3.9
2018,Talas,,KG07,2.679877
2019,Talas,,KG07,1.883977
2020,Talas,,KG07,0.371503
2021,Talas,,KG07,1.467825
2007,Talas,Female,KG07,10.776346
2008,Talas,Female,KG07,7.11383
2009,Talas,Female,KG07,3.520042
2010,Talas,Female,KG07,13.05733
2011,Talas,Female,KG07,6.020884
2012,Talas,Female,KG07,6.779718
2013,Talas,Female,KG07,5.0
2014,Talas,Female,KG07,5.8
2015,Talas,Female,KG07,2.4
2016,Talas,Female,KG07,5.6
2017,Talas,Female,KG07,1.6
2018,Talas,Female,KG07,3.096263
2019,Talas,Female,KG07,1.524239
2020,Talas,Female,KG07,0.0
2021,Talas,Female,KG07,0.741559
2007,Talas,Male,KG07,4.492242
2008,Talas,Male,KG07,4.441089
2009,Talas,Male,KG07,6.139597
2010,Talas,Male,KG07,9.521419
2011,Talas,Male,KG07,10.22922
2012,Talas,Male,KG07,10.048821
2013,Talas,Male,KG07,10.7
2014,Talas,Male,KG07,7.3
2015,Talas,Male,KG07,8.0
2016,Talas,Male,KG07,7.0
2017,Talas,Male,KG07,6.2
2018,Talas,Male,KG07,2.272417
2019,Talas,Male,KG07,2.235753
